customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn_Probability,Risk_Category,Segment,Cluster,PCA1,PCA2
681,Female,0,0,0,1,1,0,Fiber optic,0,0,0,0,1,1,Month-to-month,1,2,83.10127316302692,83.10127316302692,0.9513134495605192,High,1,1,1.6790381923667261,0.32349991730737615
1647,Female,0,0,0,1,1,0,DSL,0,0,0,0,0,0,Month-to-month,0,2,54.0344717498173,77.16348879921004,0.9336346070478806,High,1,1,1.5279037984651902,-0.6012881877814519
2699,Male,0,0,0,10,1,0,No,1,1,1,1,1,1,Month-to-month,1,3,20.9,247.0,0.0794442603511799,Low,0,2,-0.47785924547357894,-2.0211024795221415
6489,Male,0,0,0,6,1,0,Fiber optic,0,0,1,0,0,0,Month-to-month,0,0,75.31028028519745,463.5416656432818,0.9480742132069404,High,1,1,1.5019277409470821,0.16066118423632644
588,Female,0,1,0,18,1,0,Fiber optic,0,1,0,0,0,0,Month-to-month,1,2,82.72858539143958,1476.9111707695035,0.9470938070889838,High,1,1,1.1954092176279776,0.5951404151987607
1895,Female,0,0,1,10,1,2,Fiber optic,0,0,0,0,2,2,Month-to-month,0,2,95.2,930.4,0.7322861527365429,Medium,1,1,1.0614065806109163,0.7194968998623664
1096,Male,0,0,0,2,1,0,DSL,0,0,1,1,1,1,Month-to-month,0,2,76.39230255415436,160.53135913998668,0.9522099693093756,High,1,1,1.6257086446563183,0.12995471532650998
6112,Male,0,1,0,46,0,1,DSL,2,2,0,0,2,0,Month-to-month,0,2,45.55,2062.15,0.1325638969853566,Low,0,2,-1.2813572842335808,-0.6076146231471232
4413,Male,0,1,1,72,1,2,Fiber optic,2,2,0,2,2,0,Two year,0,0,99.9,7251.7,0.0473384629270345,Low,2,0,-1.9483029656277409,1.4856321594764923
6831,Female,0,0,1,27,1,2,No,1,1,1,1,1,1,Two year,1,1,25.85,788.55,0.0474798631278432,Low,0,2,-0.9925970613344709,-1.5993208919689936
3013,Female,0,1,1,68,1,2,DSL,0,2,2,2,0,2,One year,1,0,75.8,5293.95,0.0542062816952854,Low,2,0,-1.9212133892048258,0.6649233055145722
4973,Female,0,0,1,55,1,0,No,1,1,1,1,1,1,One year,0,0,19.1,1001.5,0.0655997180996432,Low,0,2,-1.7664198078420938,-1.3292869734738915
3940,Female,0,0,0,1,1,0,DSL,0,0,0,0,0,0,Month-to-month,0,2,51.21378163135452,51.21378163135452,0.9373113410526728,High,0,1,1.5234686832254911,-0.6876885293196899
6897,Female,0,1,1,71,1,2,DSL,2,2,0,2,0,0,One year,1,1,66.85,4748.7,0.0472272910418952,Low,2,0,-2.0543301116833277,0.42968451432441185
1692,Female,0,0,0,1,1,0,Fiber optic,0,0,0,2,0,0,Month-to-month,1,3,74.3,74.3,0.428853290571644,Low,1,1,0.6521327513175935,-0.2770676692693426
5682,Male,0,0,0,19,1,2,Fiber optic,0,0,0,0,0,0,Month-to-month,1,2,54.308058752175896,775.5061350635152,0.7774606333385027,Medium,0,1,0.7306868696282393,-0.38670168219427825
342,Male,0,0,0,1,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,1,2,70.18971130550352,70.18971130550352,0.9169858838230732,High,1,1,1.561671817045223,-0.10370495472966203
2152,Female,0,0,1,2,1,2,DSL,2,2,0,0,0,0,Month-to-month,0,0,60.95,134.6,0.1398372787666625,Low,1,2,0.02186568589087365,-0.8591120337508928
2743,Male,0,0,0,6,1,0,Fiber optic,0,0,1,0,0,1,Month-to-month,0,2,83.02035943617838,501.47121462605,0.9520648762882764,High,1,1,1.5406909879068913,0.4055316075706783
2992,Male,0,0,1,7,1,0,No,1,1,1,1,1,1,One year,0,3,20.05,96.8,0.068301045399955,Low,0,2,-0.4187733875692257,-2.10519891999215
5945,Male,0,0,0,72,1,2,Fiber optic,2,0,0,2,0,0,Two year,1,0,84.7,6185.15,0.0468450974414855,Low,2,0,-2.0107313776518096,1.0074545257387253
592,Male,0,0,0,5,1,0,DSL,2,0,0,2,0,0,Month-to-month,0,1,53.85,259.8,0.5959759170241493,Medium,1,1,0.7749380510633466,-0.7491093724289692
5389,Male,0,0,0,17,1,0,No,1,1,1,1,1,1,One year,0,3,19.55,280.85,0.0506867070255508,Low,0,2,-0.7331082480550515,-1.9636177742261116
798,Male,0,1,1,72,1,0,No,1,1,1,1,1,1,Two year,0,0,19.55,1463.45,0.046643484591326,Low,0,2,-2.2746813048695658,-1.0409170324854315
1414,Female,0,1,1,29,1,2,Fiber optic,0,0,2,0,0,2,Month-to-month,1,2,89.2,2698.35,0.3899140621445098,Low,1,0,-0.14236601106601499,0.6382491413798606
2411,Male,0,1,0,71,1,2,Fiber optic,0,2,2,0,2,2,One year,1,0,106.98015732708905,7840.142690458179,0.2826839150074398,Low,2,0,-1.4452336762752371,1.837289804735827
5967,Female,0,0,0,22,1,2,Fiber optic,1,0,0,0,2,1,Month-to-month,1,0,97.18566782434786,2258.7756885625995,0.9486216547727652,High,1,1,1.1452384375490194,1.1178905587550032
805,Male,0,1,0,27,1,2,Fiber optic,0,0,2,0,0,2,Month-to-month,0,0,90.15,2423.4,0.6088738736217436,Medium,1,1,0.33270295842867253,0.7702020212287857
6495,Male,0,1,1,65,1,2,DSL,2,2,0,2,2,2,Two year,1,0,82.5,5215.1,0.0513051685859043,Low,2,0,-1.81594534587513,0.8232999712815329
2890,Male,0,0,0,18,1,0,Fiber optic,0,1,2,0,0,0,Month-to-month,1,1,81.75017724425243,1477.3929754624023,0.9439275864853216,High,1,1,1.1854435339831035,0.5624176145963817
3014,Female,0,1,1,13,1,0,No,1,1,1,1,1,1,One year,0,3,20.0,218.55,0.0647294340761386,Low,0,2,-0.5930870450665353,-2.008053172453414
2321,Male,0,1,0,64,1,0,Fiber optic,2,0,0,2,2,2,One year,1,3,96.9,6314.35,0.1211633505444594,Low,2,0,-1.5972536305326333,1.3025026828226762
791,Male,0,0,0,14,1,0,Fiber optic,1,1,0,1,2,2,Month-to-month,0,2,101.14021852737952,1323.2064576817436,0.9524309130061036,High,1,1,1.391577281623099,1.1100031450347483
3420,Female,0,0,0,24,1,0,Fiber optic,0,0,0,0,1,2,Month-to-month,1,2,89.3198307597134,2202.2955837265044,0.8418214255466576,High,1,1,0.8549991877997298,0.8380371131977926
2117,Male,0,0,0,1,1,1,Fiber optic,0,0,0,0,0,1,Month-to-month,0,3,84.12544202463445,84.12544202463445,0.951015955405063,High,1,1,1.6826170596757923,0.35551428304126226
1220,Female,0,1,0,51,1,2,Fiber optic,2,2,0,0,0,2,One year,1,1,96.4,4911.05,0.1381995084734804,Low,2,0,-1.2043939799721972,1.0786583571786204
4845,Male,0,0,0,19,1,0,Fiber optic,0,1,0,1,1,1,Month-to-month,0,0,95.06466722569644,1862.3450808484356,0.9527090989012242,High,1,1,1.228080576253988,1.0032764626946236
6773,Male,0,1,1,1,1,0,No,1,1,1,1,1,1,Month-to-month,1,3,19.4,19.4,0.1253655359172598,Low,0,2,-0.1457959062382465,-2.1911925168582966
1336,Female,0,0,0,14,1,2,Fiber optic,0,0,0,2,0,2,Month-to-month,1,1,92.83615121320544,1392.7019484201126,0.490034057932296,Low,1,1,0.4806455343011695,0.562299489589684
5165,Male,0,0,0,22,1,0,Fiber optic,2,0,0,2,0,2,Month-to-month,1,2,89.05,1886.25,0.1952893153699369,Low,1,0,-0.31702388067819254,0.3951348167284559
3980,Male,0,0,0,9,1,0,No,1,1,1,1,1,1,Month-to-month,1,2,19.5,178.85,0.540495473228579,Medium,0,2,0.4191501808361756,-1.79614045004977
2862,Male,1,1,0,3,1,0,Fiber optic,0,0,0,0,2,0,Month-to-month,1,2,80.4,224.05,0.7864477909925583,Medium,1,1,1.299520909453601,0.17002100027092182
625,Male,0,1,0,71,1,2,Fiber optic,0,1,2,0,2,2,Two year,1,0,104.17009689630514,7687.618104695029,0.3605618277046739,Low,2,0,-1.308838805552289,1.7972198072225753
3371,Male,0,0,0,10,1,0,No,1,1,1,1,1,1,One year,1,3,19.3,185.2,0.0805539646288602,Low,0,2,-0.48222660282814483,-2.070716886251829
327,Male,0,1,0,22,1,0,Fiber optic,0,1,1,1,0,0,Month-to-month,0,2,84.65490875121017,1887.1304387795053,0.952531752570009,High,1,1,1.1019635581643243,0.7263606541175549
5184,Female,0,0,0,1,1,0,No,1,1,1,1,1,1,Month-to-month,0,0,20.2,20.2,0.2579166887254885,Low,0,2,0.1089389204660888,-2.0838749688028186
6435,Female,0,1,0,44,1,0,DSL,2,2,0,2,0,0,One year,1,0,59.85,2603.95,0.0626031868681745,Low,0,2,-1.300468973044743,-0.23504931096558082
1380,Male,0,0,0,5,1,2,DSL,0,2,0,0,0,2,Month-to-month,1,2,64.0,370.25,0.5528676286703621,Medium,1,1,0.7342080433884255,-0.4567263457007688
5834,Male,0,0,0,21,1,0,DSL,2,0,2,2,0,0,One year,1,2,60.25,1258.35,0.0699262291010855,Low,1,2,-0.6435064951519701,-0.6048390728341765
2607,Female,0,0,0,1,1,0,Fiber optic,0,0,0,0,2,2,Month-to-month,1,2,88.35,88.35,0.9202649597841271,High,1,1,1.6413617358565762,0.4692678199726604
1134,Male,0,0,0,37,1,2,Fiber optic,0,0,2,0,2,2,Month-to-month,1,2,100.05,3810.55,0.8324884919710487,High,2,1,0.5181420243521928,1.3882821684431161
923,Female,0,0,0,10,1,2,Fiber optic,0,0,0,0,2,0,Month-to-month,1,0,86.05,834.1,0.919341246838452,High,1,1,1.379302277940667,0.5477831963143653
2609,Female,0,1,1,10,1,0,No,1,1,1,1,1,1,One year,0,3,20.45,242.4,0.0548961106336541,Low,0,2,-0.5262566289799807,-2.0504670166985073
2873,Female,0,1,1,39,1,0,DSL,2,0,2,2,2,2,One year,0,1,80.0,3182.95,0.1101448629654676,Low,2,0,-0.9893015202473457,0.34380583145836824
3647,Male,0,1,0,72,1,2,Fiber optic,0,2,2,2,2,2,One year,1,0,108.5,8003.8,0.135745170470231,Low,2,0,-1.7457711538146292,1.8108089406529533
5048,Male,0,1,0,71,0,1,DSL,0,0,2,2,0,2,Two year,1,2,47.05,3263.6,0.0677365060685059,Low,2,0,-2.0955184045516533,-0.1800930446454885
1673,Female,0,0,0,5,1,0,No,1,1,1,1,1,1,Month-to-month,0,3,20.25,109.8,0.0758375142637348,Low,0,2,-0.34788658008155743,-2.1278832866706043
4964,Male,1,0,0,53,1,2,Fiber optic,0,2,0,0,0,0,Month-to-month,1,2,81.36375208170244,4373.743543795702,0.7700111163184159,Medium,2,0,-0.12222259186012033,1.0312288381870265
6762,Male,0,0,0,4,1,0,No,1,1,1,1,1,1,Month-to-month,0,1,20.45,82.85,0.0711158530263426,Low,0,2,-0.32814708269081744,-2.141344330998058
5346,Male,0,0,0,14,1,1,DSL,0,0,0,0,1,1,Month-to-month,1,1,82.83814393320955,1121.9559038678326,0.9525623231553676,High,1,1,1.3177847103738005,0.5346868800805586
6630,Male,0,1,0,1,1,0,DSL,0,0,0,0,0,0,Month-to-month,0,1,48.94150662649021,48.94150662649021,0.8064150119419867,High,0,1,1.2659175090947885,-0.8402670352909284
5711,Male,1,0,0,9,1,2,Fiber optic,0,0,0,0,0,2,Month-to-month,1,2,84.45,762.5,0.9011321445541196,High,1,1,1.3661691440522943,0.4693714147377754
1971,Male,1,1,0,53,1,2,Fiber optic,0,0,0,0,2,2,One year,1,1,95.85,5016.25,0.3773559492545066,Low,2,0,-0.8086293598891362,1.2432601991502716
4542,Female,0,0,0,11,1,0,Fiber optic,2,0,2,0,0,0,Month-to-month,1,0,79.5,795.65,0.1684056498742846,Low,1,2,-0.09988676221263738,-0.1068131886932928
4131,Female,0,1,1,70,1,2,No,1,1,1,1,1,1,Two year,0,3,25.4,1782.05,0.0464312917569722,Low,0,2,-2.1956392233220927,-0.8907746943491293
4623,Male,0,0,0,16,0,1,DSL,2,0,0,0,2,0,Month-to-month,1,2,38.9,664.4,0.3553747088803138,Low,0,2,-0.04883235896309606,-1.1832249796776113
3937,Female,0,0,1,10,1,2,No,1,1,1,1,1,1,Month-to-month,0,1,24.8,223.9,0.1479023961969075,Low,0,2,-0.3321912976337362,-1.8560545001126036
5618,Male,0,1,0,3,0,0,DSL,0,0,0,0,0,0,Month-to-month,0,3,41.46298033432259,119.7547258140588,0.9205121297773766,High,0,1,1.396368823113626,-0.9710130090022553
3351,Male,1,1,0,5,1,2,Fiber optic,0,2,0,0,0,0,Month-to-month,1,2,81.0,371.65,0.737125508748486,Medium,1,1,1.1525874513659713,0.19195413795565516
1782,Female,0,1,1,72,1,0,No,1,1,1,1,1,1,Two year,1,1,19.8,1414.65,0.046234864921405,Low,0,2,-2.274445220207367,-1.0333105958503037
412,Male,1,0,0,1,0,1,DSL,0,0,0,0,0,0,Month-to-month,0,2,25.25,25.25,0.9094973200807992,High,0,1,1.3656575331032712,-1.5212036384669783
5244,Female,1,0,0,26,1,2,Fiber optic,0,0,0,0,2,2,Month-to-month,1,2,93.6,2404.1,0.7593804014948716,Medium,1,1,0.6601155684696041,0.9551410569599326
1177,Male,0,0,0,4,1,2,Fiber optic,0,2,0,2,0,2,Month-to-month,1,2,93.5,362.2,0.8528346210466785,High,1,1,1.4505887405859885,0.6398451534117994
4465,Female,1,0,0,53,0,1,DSL,0,2,2,0,2,2,Month-to-month,1,2,54.45,2854.55,0.6382577629212597,Medium,2,0,-0.4810881129625741,0.10341729279771573
2666,Female,0,1,0,63,1,2,DSL,0,2,0,2,0,2,Two year,0,3,67.25,4234.15,0.0483635791052556,Low,2,0,-1.8274429794293297,0.30838888125168123
5187,Female,0,0,0,2,1,1,Fiber optic,0,1,0,0,0,0,Month-to-month,1,2,81.97276548019651,184.70633122899525,0.9508065033171368,High,1,1,1.6456217780046631,0.30452853687567993
1530,Male,0,1,0,44,1,0,Fiber optic,0,0,2,0,0,2,Month-to-month,1,1,91.59552892340164,4074.596452575641,0.7455761926575601,Medium,2,0,0.12381056317873249,1.1863606494123278
1939,Female,0,0,0,13,0,1,DSL,2,0,0,2,2,0,Month-to-month,1,1,45.55,597.0,0.2104241750844019,Low,0,2,-0.2132866967974181,-1.1144744898080792
4331,Male,0,1,0,16,1,2,Fiber optic,0,0,0,0,2,0,Month-to-month,1,2,85.12867857527606,1381.4673898719116,0.7763244772150851,Medium,1,1,0.9368847903315738,0.531095639291485
19,Male,0,0,0,1,0,1,DSL,0,0,0,0,0,0,Month-to-month,0,1,25.28852238434361,25.28852238434361,0.8358184211066091,High,0,1,1.2260173512762598,-1.5656649406361296
5178,Male,0,0,0,4,1,0,Fiber optic,0,0,1,1,2,1,Month-to-month,1,0,97.02921546266607,404.9836225493381,0.9525119105342033,High,1,1,1.6539909024944888,0.8125883304039173
2980,Female,1,1,0,38,0,1,DSL,0,0,0,0,0,0,Month-to-month,1,2,24.85,955.75,0.1349529110007571,Low,0,2,-1.137454312888236,-1.3914952284488047
955,Female,1,0,0,3,1,2,Fiber optic,0,0,2,0,2,0,Month-to-month,0,2,91.05,289.1,0.9089612880708282,High,1,1,1.5750592427285546,0.5807898661274049
6712,Female,0,1,0,24,1,0,No,1,1,1,1,1,1,Two year,0,3,19.75,483.15,0.0465127248735626,Low,0,2,-0.9354425577670485,-1.8421637466123242
2258,Female,0,1,0,8,1,0,Fiber optic,2,0,0,0,0,0,Month-to-month,1,2,74.5,609.9,0.5698935481032159,Medium,1,1,0.7253233734562854,-0.0655975903508562
4925,Female,1,1,0,68,1,2,Fiber optic,0,0,2,0,0,0,Month-to-month,1,1,80.35,5589.3,0.1282206748062634,Low,2,0,-1.7623735679437598,0.8538508299012356
3591,Male,0,0,0,60,0,1,DSL,2,0,2,0,2,2,Two year,0,2,53.6,3237.05,0.0554664336489916,Low,2,0,-1.785520605880953,-0.166815465566606
1563,Male,0,0,0,1,1,0,DSL,0,0,0,0,0,0,Month-to-month,1,3,45.4,45.4,0.8089823269863772,High,0,1,1.2564613200761643,-0.9500167913780609
2222,Male,0,0,0,1,0,0,DSL,0,0,0,0,0,0,Month-to-month,0,2,64.74787559850961,75.22782771537354,0.9520024607737728,High,1,1,1.6060959663477945,-0.2530842389116808
892,Female,0,0,0,66,1,0,No,1,1,1,1,1,1,Two year,0,0,19.35,1240.8,0.049549448925591,Low,0,2,-2.1026420118118767,-1.1463351378729778
2646,Female,1,1,0,57,1,2,Fiber optic,0,0,2,0,2,2,Month-to-month,0,2,100.6,5746.15,0.7624178040247634,Medium,2,0,-0.1703652349958242,1.6985767869460295
2261,Male,0,1,0,2,0,0,DSL,0,0,0,1,0,0,Month-to-month,1,3,33.4793077658915,94.0315178450688,0.9337412909800716,High,0,1,1.4170602137082546,-1.2306325630687371
3879,Female,0,1,1,61,1,2,Fiber optic,2,2,0,0,2,2,One year,1,2,106.0,6547.7,0.2994182034262342,Low,2,0,-1.1385566410773647,1.648628560443215
1335,Female,1,0,0,18,1,2,DSL,2,2,0,0,0,0,Month-to-month,1,1,58.4,964.9,0.1176539907807854,Low,1,2,-0.4767662445891198,-0.6838812439226537
4706,Male,0,0,0,29,1,0,DSL,1,1,1,1,2,2,Month-to-month,0,0,85.8619448509523,2514.902821969478,0.9526729232416022,High,1,1,0.9118906956913573,0.8821497198931599
961,Female,0,1,0,63,1,2,Fiber optic,0,1,2,0,2,2,Month-to-month,1,1,102.5249063787808,6652.173530023125,0.9489025618115436,High,2,0,0.02391766235690452,1.9756244774595033
5428,Male,0,0,0,1,1,0,DSL,0,0,0,0,0,0,Month-to-month,1,2,69.00740961049193,69.00740961049193,0.9490416381190516,High,1,1,1.6177103400057107,-0.12100439614982987
4167,Male,0,1,1,45,1,0,DSL,0,2,0,2,0,0,One year,1,1,54.15,2319.8,0.0610546018336146,Low,0,2,-1.354355947563292,-0.3983892345501043
2750,Male,1,1,0,50,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,1,2,71.05,3444.85,0.5414369717968218,Medium,2,0,-0.5139693969689938,0.5148200605662864
3885,Male,1,0,0,2,0,0,DSL,0,0,0,0,0,0,Month-to-month,0,1,27.658804775588045,78.71418297396299,0.9434201444293776,High,0,1,1.4118774469013833,-1.4076232043433587
6633,Female,0,1,1,27,1,2,Fiber optic,0,2,0,2,0,0,Month-to-month,1,1,85.2,2151.6,0.1876863577519413,Low,1,0,-0.48647044730565075,0.3534916975181771
285,Female,0,1,0,66,1,2,DSL,2,2,2,0,0,0,Two year,1,1,66.1,4428.45,0.0525088147983926,Low,2,0,-1.907897677306809,0.3252695141263811
3508,Female,0,0,0,17,0,1,DSL,0,0,0,0,0,0,Month-to-month,0,1,25.1,382.8,0.2714587386940578,Low,0,2,-0.29176955135831795,-1.6522785350664413
2354,Male,0,0,0,1,1,1,DSL,0,0,0,0,0,0,Month-to-month,1,0,60.25227505547627,60.25227505547627,0.9496515767746474,High,1,1,1.5834483092518399,-0.3958784063151954
844,Male,0,0,0,5,1,2,Fiber optic,0,0,0,0,0,0,Month-to-month,0,2,79.86947960917144,459.3402153224101,0.921692202541442,High,1,1,1.4982049186499686,0.27082180773134334
2649,Male,0,0,0,21,1,2,Fiber optic,0,1,0,0,0,0,Month-to-month,1,1,81.07389258682794,1849.7631996357052,0.9485048582030992,High,1,1,1.107725005401338,0.5944591655098594
4877,Male,0,0,0,4,0,1,DSL,0,1,0,0,1,0,Month-to-month,1,2,88.10573849610495,362.0205270383525,0.9523022153886388,High,1,1,1.6174926871869237,0.5319137359308215
294,Female,0,0,0,3,1,0,Fiber optic,0,0,0,0,2,2,Month-to-month,0,3,90.7,237.65,0.8531938266660521,High,1,1,1.4678318736842384,0.5352168560703578
4274,Male,0,0,0,5,1,0,Fiber optic,0,0,0,2,0,0,Month-to-month,1,3,75.65,399.45,0.4038344883729038,Low,1,1,0.4985678732792166,-0.1828460874462463
1661,Male,0,0,0,34,0,1,DSL,1,2,0,0,1,1,Month-to-month,1,2,64.62381314097942,2019.9028798776376,0.9492100087890312,High,1,1,0.6799548110222507,0.2964086155193068
6207,Female,0,0,0,59,1,0,DSL,0,0,2,0,0,2,One year,1,0,61.35,3645.5,0.0559813114265205,Low,2,0,-1.725301583457304,0.06033349463733846
825,Male,0,1,1,52,1,2,No,1,1,1,1,1,1,Two year,0,3,23.05,1255.1,0.0466679544701138,Low,0,2,-1.7026930712118054,-1.267304528758843
6362,Male,0,0,0,54,1,2,Fiber optic,0,2,1,1,2,2,Month-to-month,0,1,109.99222494949623,5953.605865065007,0.9505597419258728,High,2,0,0.3082734084537806,2.0600187560175325
3223,Male,0,1,1,2,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,0,2,70.4,147.15,0.6976921158044816,Medium,1,1,1.1185523309920133,-0.21620855557632418
5098,Female,0,1,1,1,1,2,Fiber optic,0,0,0,0,0,0,Month-to-month,1,2,74.5,74.5,0.9207057276412663,High,1,1,1.5861672076416624,0.034111802534140985
5218,Female,0,0,0,1,1,0,DSL,0,0,0,0,0,0,Month-to-month,0,2,45.75,45.75,0.7326024301924932,Medium,0,1,1.1129564472874747,-0.9863598757847006
4062,Female,0,0,0,69,1,2,Fiber optic,0,0,2,2,2,2,Two year,1,0,106.5,7348.8,0.0858854808105388,Low,2,0,-1.7647970966733766,1.6665579843089664
5812,Male,0,1,0,23,1,2,DSL,0,0,0,0,0,0,Month-to-month,0,1,75.66376413341251,1732.4197981953685,0.931781711908178,High,1,1,0.9983298650105158,0.447647966468432
1003,Female,0,0,0,1,1,0,Fiber optic,0,0,0,0,1,2,Month-to-month,0,2,86.07723004923822,86.07723004923822,0.9395077538451776,High,1,1,1.6686778103082052,0.4097426635016857
3263,Male,0,0,0,1,1,1,DSL,0,0,0,0,0,1,Month-to-month,0,0,64.49165364762077,103.68040921548808,0.951753126455336,High,1,1,1.604586329283288,-0.26129414250935284
5634,Male,0,1,1,3,1,0,DSL,0,0,0,0,0,0,Month-to-month,0,3,44.3,134.5,0.178176312436756,Low,0,2,-0.0006385159424150984,-1.3419825747328247
1433,Male,0,0,0,25,0,0,DSL,0,0,0,0,0,0,Month-to-month,0,2,69.65724164413143,1753.8758578452887,0.9507215696926709,High,1,1,0.9541878469120316,0.30419371661848355
2201,Male,0,1,0,50,1,1,Fiber optic,0,0,0,0,2,0,Month-to-month,0,0,84.36970656795468,4139.627409835129,0.9134106911362496,High,2,1,0.2456873409500189,1.1641581727641972
76,Female,0,0,0,15,0,0,DSL,0,0,2,1,1,1,Month-to-month,0,1,99.48714558220708,1550.746743384613,0.9524348616666344,High,1,1,1.3570080697117204,1.0748566875026433
1758,Male,0,1,1,7,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,1,2,69.0,506.9,0.4850023700090818,Low,1,1,0.5698921321888096,-0.3079563993114629
4742,Male,0,1,1,14,1,2,Fiber optic,0,0,0,2,2,0,Month-to-month,1,2,91.65,1301.0,0.3357441281087928,Low,1,1,0.18310204278389972,0.4293662286777407
4155,Male,1,1,0,50,1,2,Fiber optic,0,2,2,0,2,0,Month-to-month,1,2,95.05,4888.7,0.1268945655452991,Low,2,0,-1.203415992237889,1.0123860903528115
2923,Male,1,1,1,3,1,0,Fiber optic,2,0,0,2,2,0,Month-to-month,1,3,88.3,273.75,0.5689692840735872,Medium,1,1,0.9188438514934952,0.28357703473204
4708,Male,0,0,0,30,1,2,Fiber optic,0,2,2,2,2,2,One year,0,1,110.45,3327.05,0.2256694173340156,Low,2,0,-0.3959198788807649,1.2213357421018516
5323,Female,0,0,0,12,1,0,No,1,1,1,1,1,1,Month-to-month,0,1,20.05,265.45,0.0729510055037773,Low,0,2,-0.549396297105043,-2.0182067480948422
2566,Male,1,0,0,2,0,1,DSL,0,0,2,0,0,0,Month-to-month,1,2,30.4,78.65,0.8925814678176295,High,0,1,1.326507374993575,-1.3529570531412878
4294,Male,0,0,0,27,1,0,DSL,2,2,0,0,0,0,Two year,0,0,52.85,1498.65,0.0490735053315382,Low,0,2,-0.8803435631270738,-0.7494817868899295
1450,Male,0,0,0,5,1,1,DSL,0,0,1,1,1,0,Month-to-month,0,0,60.921218602270905,377.4594579447339,0.9517842066496206,High,1,1,1.4786444586473393,-0.3062377627532217
6172,Female,1,0,0,7,1,2,Fiber optic,0,0,0,0,0,0,Month-to-month,1,2,77.7493138461034,556.2836012797521,0.9161418050570456,High,1,1,1.423318299514381,0.23436934358355055
2438,Male,0,1,0,43,1,2,Fiber optic,0,2,0,0,0,0,Month-to-month,0,2,80.45,3398.9,0.3223149910040027,Low,2,0,-0.6964725732760546,0.5567621054169105
6432,Female,0,0,0,1,1,0,No,1,1,1,1,1,1,Month-to-month,0,3,20.3,20.3,0.0979103086585012,Low,0,2,-0.19424759867280872,-2.179916544689889
1570,Male,0,0,0,29,1,0,DSL,2,0,2,2,0,0,One year,0,1,58.0,1734.5,0.0638072770181001,Low,0,2,-0.8873318395564017,-0.5447941445755536
6052,Male,0,0,0,64,1,2,No,1,1,1,1,1,1,One year,0,3,24.7,1642.75,0.048477314331523,Low,0,2,-2.0272543302651003,-1.0124453315158621
4405,Male,0,0,0,2,1,1,Fiber optic,0,0,0,0,0,0,Month-to-month,1,1,74.05971552986985,134.0293779921466,0.9444003455896826,High,1,1,1.6014543195349509,0.05177960027190232
3675,Male,0,0,0,1,1,0,Fiber optic,0,2,0,0,0,0,Month-to-month,1,2,75.7,75.7,0.9218210768582246,High,1,1,1.5931380926875227,0.0725299115662842
4910,Female,0,1,1,66,1,2,Fiber optic,1,0,1,1,2,2,Two year,0,0,105.22287209627108,6911.973363860142,0.8986908131899218,High,2,0,-0.14410514166976698,2.079786002266725
