customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn_Probability,Risk_Category,Segment
798,Male,0,1,1,72,1,0,No,1,1,1,1,1,1,Two year,0,0,19.55,1463.45,0.046643484591326084,Low,0
1414,Female,0,1,1,29,1,2,Fiber optic,0,0,2,0,0,2,Month-to-month,1,2,89.2,2698.35,0.38991406214450985,Low,1
2411,Male,0,1,0,71,1,2,Fiber optic,0,2,2,0,2,2,One year,1,0,106.98015732708905,7840.142690458179,0.2826839150074398,Low,2
5967,Female,0,0,0,22,1,2,Fiber optic,1,0,0,0,2,1,Month-to-month,1,0,97.18566782434786,2258.7756885625995,0.9486216547727653,High,1
805,Male,0,1,0,27,1,2,Fiber optic,0,0,2,0,0,2,Month-to-month,0,0,90.15,2423.4,0.6088738736217436,Medium,1
6495,Male,0,1,1,65,1,2,DSL,2,2,0,2,2,2,Two year,1,0,82.5,5215.1,0.05130516858590433,Low,2
2890,Male,0,0,0,18,1,0,Fiber optic,0,1,2,0,0,0,Month-to-month,1,1,81.75017724425243,1477.3929754624025,0.9439275864853217,High,1
3014,Female,0,1,1,13,1,0,No,1,1,1,1,1,1,One year,0,3,20.0,218.55,0.06472943407613863,Low,0
2321,Male,0,1,0,64,1,0,Fiber optic,2,0,0,2,2,2,One year,1,3,96.9,6314.35,0.12116335054445945,Low,2
791,Male,0,0,0,14,1,0,Fiber optic,1,1,0,1,2,2,Month-to-month,0,2,101.14021852737952,1323.2064576817436,0.9524309130061035,High,1
3420,Female,0,0,0,24,1,0,Fiber optic,0,0,0,0,1,2,Month-to-month,1,2,89.3198307597134,2202.2955837265044,0.8418214255466576,High,1
2117,Male,0,0,0,1,1,1,Fiber optic,0,0,0,0,0,1,Month-to-month,0,3,84.12544202463445,84.12544202463445,0.951015955405063,High,1
1220,Female,0,1,0,51,1,2,Fiber optic,2,2,0,0,0,2,One year,1,1,96.4,4911.05,0.1381995084734804,Low,2
4845,Male,0,0,0,19,1,0,Fiber optic,0,1,0,1,1,1,Month-to-month,0,0,95.06466722569643,1862.3450808484354,0.9527090989012242,High,1
6773,Male,0,1,1,1,1,0,No,1,1,1,1,1,1,Month-to-month,1,3,19.4,19.4,0.12536553591725988,Low,0
1336,Female,0,0,0,14,1,2,Fiber optic,0,0,0,2,0,2,Month-to-month,1,1,92.83615121320545,1392.7019484201126,0.49003405793229604,Low,1
5165,Male,0,0,0,22,1,0,Fiber optic,2,0,0,2,0,2,Month-to-month,1,2,89.05,1886.25,0.19528931536993696,Low,1
3980,Male,0,0,0,9,1,0,No,1,1,1,1,1,1,Month-to-month,1,2,19.5,178.85,0.540495473228579,Medium,0
2862,Male,1,1,0,3,1,0,Fiber optic,0,0,0,0,2,0,Month-to-month,1,2,80.4,224.05,0.7864477909925583,Medium,1
625,Male,0,1,0,71,1,2,Fiber optic,0,1,2,0,2,2,Two year,1,0,104.17009689630514,7687.618104695029,0.3605618277046739,Low,2
3371,Male,0,0,0,10,1,0,No,1,1,1,1,1,1,One year,1,3,19.3,185.2,0.08055396462886025,Low,0
327,Male,0,1,0,22,1,0,Fiber optic,0,1,1,1,0,0,Month-to-month,0,2,84.65490875121017,1887.1304387795055,0.952531752570009,High,1
5184,Female,0,0,0,1,1,0,No,1,1,1,1,1,1,Month-to-month,0,0,20.2,20.2,0.2579166887254885,Low,0
6435,Female,0,1,0,44,1,0,DSL,2,2,0,2,0,0,One year,1,0,59.85,2603.95,0.06260318686817459,Low,0
1380,Male,0,0,0,5,1,2,DSL,0,2,0,0,0,2,Month-to-month,1,2,64.0,370.25,0.5528676286703621,Medium,1
5834,Male,0,0,0,21,1,0,DSL,2,0,2,2,0,0,One year,1,2,60.25,1258.35,0.06992622910108556,Low,1
2607,Female,0,0,0,1,1,0,Fiber optic,0,0,0,0,2,2,Month-to-month,1,2,88.35,88.35,0.9202649597841271,High,1
1134,Male,0,0,0,37,1,2,Fiber optic,0,0,2,0,2,2,Month-to-month,1,2,100.05,3810.55,0.8324884919710487,High,2
923,Female,0,0,0,10,1,2,Fiber optic,0,0,0,0,2,0,Month-to-month,1,0,86.05,834.1,0.9193412468384521,High,1
2609,Female,0,1,1,10,1,0,No,1,1,1,1,1,1,One year,0,3,20.45,242.4,0.05489611063365415,Low,0
2873,Female,0,1,1,39,1,0,DSL,2,0,2,2,2,2,One year,0,1,80.0,3182.95,0.11014486296546769,Low,2
3647,Male,0,1,0,72,1,2,Fiber optic,0,2,2,2,2,2,One year,1,0,108.5,8003.8,0.13574517047023105,Low,2
5048,Male,0,1,0,71,0,1,DSL,0,0,2,2,0,2,Two year,1,2,47.05,3263.6,0.06773650606850595,Low,2
1673,Female,0,0,0,5,1,0,No,1,1,1,1,1,1,Month-to-month,0,3,20.25,109.8,0.07583751426373485,Low,0
4964,Male,1,0,0,53,1,2,Fiber optic,0,2,0,0,0,0,Month-to-month,1,2,81.36375208170244,4373.743543795702,0.7700111163184159,Medium,2
6762,Male,0,0,0,4,1,0,No,1,1,1,1,1,1,Month-to-month,0,1,20.45,82.85,0.07111585302634266,Low,0
5346,Male,0,0,0,14,1,1,DSL,0,0,0,0,1,1,Month-to-month,1,1,82.83814393320955,1121.9559038678326,0.9525623231553675,High,1
6630,Male,0,1,0,1,1,0,DSL,0,0,0,0,0,0,Month-to-month,0,1,48.94150662649021,48.94150662649021,0.8064150119419867,High,0
5711,Male,1,0,0,9,1,2,Fiber optic,0,0,0,0,0,2,Month-to-month,1,2,84.45,762.5,0.9011321445541197,High,1
1971,Male,1,1,0,53,1,2,Fiber optic,0,0,0,0,2,2,One year,1,1,95.85,5016.25,0.37735594925450666,Low,2
4542,Female,0,0,0,11,1,0,Fiber optic,2,0,2,0,0,0,Month-to-month,1,0,79.5,795.65,0.16840564987428466,Low,1
4131,Female,0,1,1,70,1,2,No,1,1,1,1,1,1,Two year,0,3,25.4,1782.05,0.046431291756972214,Low,0
4623,Male,0,0,0,16,0,1,DSL,2,0,0,0,2,0,Month-to-month,1,2,38.9,664.4,0.3553747088803138,Low,0
3937,Female,0,0,1,10,1,2,No,1,1,1,1,1,1,Month-to-month,0,1,24.8,223.9,0.14790239619690754,Low,0
5618,Male,0,1,0,3,0,0,DSL,0,0,0,0,0,0,Month-to-month,0,3,41.46298033432259,119.7547258140588,0.9205121297773766,High,0
3351,Male,1,1,0,5,1,2,Fiber optic,0,2,0,0,0,0,Month-to-month,1,2,81.0,371.65,0.737125508748486,Medium,1
1782,Female,0,1,1,72,1,0,No,1,1,1,1,1,1,Two year,1,1,19.8,1414.65,0.046234864921405036,Low,0
412,Male,1,0,0,1,0,1,DSL,0,0,0,0,0,0,Month-to-month,0,2,25.25,25.25,0.9094973200807993,High,0
5244,Female,1,0,0,26,1,2,Fiber optic,0,0,0,0,2,2,Month-to-month,1,2,93.6,2404.1,0.7593804014948716,Medium,1
1177,Male,0,0,0,4,1,2,Fiber optic,0,2,0,2,0,2,Month-to-month,1,2,93.5,362.2,0.8528346210466785,High,1
4465,Female,1,0,0,53,0,1,DSL,0,2,2,0,2,2,Month-to-month,1,2,54.45,2854.55,0.6382577629212597,Medium,2
2666,Female,0,1,0,63,1,2,DSL,0,2,0,2,0,2,Two year,0,3,67.25,4234.15,0.04836357910525565,Low,2
5187,Female,0,0,0,2,1,1,Fiber optic,0,1,0,0,0,0,Month-to-month,1,2,81.97276548019651,184.70633122899525,0.9508065033171368,High,1
1530,Male,0,1,0,44,1,0,Fiber optic,0,0,2,0,0,2,Month-to-month,1,1,91.59552892340163,4074.596452575641,0.7455761926575601,Medium,2
1939,Female,0,0,0,13,0,1,DSL,2,0,0,2,2,0,Month-to-month,1,1,45.55,597.0,0.21042417508440195,Low,0
4331,Male,0,1,0,16,1,2,Fiber optic,0,0,0,0,2,0,Month-to-month,1,2,85.12867857527606,1381.4673898719116,0.7763244772150851,Medium,1
19,Male,0,0,0,1,0,1,DSL,0,0,0,0,0,0,Month-to-month,0,1,25.28852238434361,25.28852238434361,0.8358184211066091,High,0
5178,Male,0,0,0,4,1,0,Fiber optic,0,0,1,1,2,1,Month-to-month,1,0,97.02921546266607,404.9836225493381,0.9525119105342033,High,1
2980,Female,1,1,0,38,0,1,DSL,0,0,0,0,0,0,Month-to-month,1,2,24.85,955.75,0.1349529110007571,Low,0
955,Female,1,0,0,3,1,2,Fiber optic,0,0,2,0,2,0,Month-to-month,0,2,91.05,289.1,0.9089612880708282,High,1
6712,Female,0,1,0,24,1,0,No,1,1,1,1,1,1,Two year,0,3,19.75,483.15,0.04651272487356263,Low,0
2258,Female,0,1,0,8,1,0,Fiber optic,2,0,0,0,0,0,Month-to-month,1,2,74.5,609.9,0.5698935481032159,Medium,1
4925,Female,1,1,0,68,1,2,Fiber optic,0,0,2,0,0,0,Month-to-month,1,1,80.35,5589.3,0.12822067480626345,Low,2
3591,Male,0,0,0,60,0,1,DSL,2,0,2,0,2,2,Two year,0,2,53.6,3237.05,0.055466433648991634,Low,2
1563,Male,0,0,0,1,1,0,DSL,0,0,0,0,0,0,Month-to-month,1,3,45.4,45.4,0.8089823269863772,High,0
2222,Male,0,0,0,1,0,0,DSL,0,0,0,0,0,0,Month-to-month,0,2,64.74787559850961,75.22782771537354,0.9520024607737727,High,1
892,Female,0,0,0,66,1,0,No,1,1,1,1,1,1,Two year,0,0,19.35,1240.8,0.049549448925591086,Low,0
2646,Female,1,1,0,57,1,2,Fiber optic,0,0,2,0,2,2,Month-to-month,0,2,100.6,5746.15,0.7624178040247634,Medium,2
2261,Male,0,1,0,2,0,0,DSL,0,0,0,1,0,0,Month-to-month,1,3,33.4793077658915,94.0315178450688,0.9337412909800716,High,0
3879,Female,0,1,1,61,1,2,Fiber optic,2,2,0,0,2,2,One year,1,2,106.0,6547.7,0.29941820342623426,Low,2
1335,Female,1,0,0,18,1,2,DSL,2,2,0,0,0,0,Month-to-month,1,1,58.4,964.9,0.11765399078078546,Low,1
4706,Male,0,0,0,29,1,0,DSL,1,1,1,1,2,2,Month-to-month,0,0,85.8619448509523,2514.902821969478,0.9526729232416022,High,1
961,Female,0,1,0,63,1,2,Fiber optic,0,1,2,0,2,2,Month-to-month,1,1,102.5249063787808,6652.173530023125,0.9489025618115435,High,2
5428,Male,0,0,0,1,1,0,DSL,0,0,0,0,0,0,Month-to-month,1,2,69.00740961049193,69.00740961049193,0.9490416381190515,High,1
4167,Male,0,1,1,45,1,0,DSL,0,2,0,2,0,0,One year,1,1,54.15,2319.8,0.06105460183361466,Low,0
2750,Male,1,1,0,50,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,1,2,71.05,3444.85,0.5414369717968218,Medium,2
3885,Male,1,0,0,2,0,0,DSL,0,0,0,0,0,0,Month-to-month,0,1,27.658804775588045,78.71418297396299,0.9434201444293777,High,0
6633,Female,0,1,1,27,1,2,Fiber optic,0,2,0,2,0,0,Month-to-month,1,1,85.2,2151.6,0.18768635775194137,Low,1
285,Female,0,1,0,66,1,2,DSL,2,2,2,0,0,0,Two year,1,1,66.1,4428.45,0.052508814798392624,Low,2
3508,Female,0,0,0,17,0,1,DSL,0,0,0,0,0,0,Month-to-month,0,1,25.1,382.8,0.27145873869405784,Low,0
2354,Male,0,0,0,1,1,1,DSL,0,0,0,0,0,0,Month-to-month,1,0,60.25227505547627,60.25227505547627,0.9496515767746474,High,1
844,Male,0,0,0,5,1,2,Fiber optic,0,0,0,0,0,0,Month-to-month,0,2,79.86947960917144,459.3402153224101,0.921692202541442,High,1
2649,Male,0,0,0,21,1,2,Fiber optic,0,1,0,0,0,0,Month-to-month,1,1,81.07389258682794,1849.7631996357054,0.9485048582030992,High,1
4877,Male,0,0,0,4,0,1,DSL,0,1,0,0,1,0,Month-to-month,1,2,88.10573849610495,362.02052703835244,0.9523022153886389,High,1
294,Female,0,0,0,3,1,0,Fiber optic,0,0,0,0,2,2,Month-to-month,0,3,90.7,237.65,0.8531938266660521,High,1
4274,Male,0,0,0,5,1,0,Fiber optic,0,0,0,2,0,0,Month-to-month,1,3,75.65,399.45,0.4038344883729038,Low,1
1661,Male,0,0,0,34,0,1,DSL,1,2,0,0,1,1,Month-to-month,1,2,64.62381314097942,2019.9028798776378,0.9492100087890312,High,1
6207,Female,0,0,0,59,1,0,DSL,0,0,2,0,0,2,One year,1,0,61.35,3645.5,0.055981311426520554,Low,2
825,Male,0,1,1,52,1,2,No,1,1,1,1,1,1,Two year,0,3,23.05,1255.1,0.04666795447011383,Low,0
6362,Male,0,0,0,54,1,2,Fiber optic,0,2,1,1,2,2,Month-to-month,0,1,109.99222494949623,5953.605865065007,0.9505597419258727,High,2
3223,Male,0,1,1,2,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,0,2,70.4,147.15,0.6976921158044816,Medium,1
5098,Female,0,1,1,1,1,2,Fiber optic,0,0,0,0,0,0,Month-to-month,1,2,74.5,74.5,0.9207057276412663,High,1
5218,Female,0,0,0,1,1,0,DSL,0,0,0,0,0,0,Month-to-month,0,2,45.75,45.75,0.7326024301924932,Medium,0
4062,Female,0,0,0,69,1,2,Fiber optic,0,0,2,2,2,2,Two year,1,0,106.5,7348.8,0.08588548081053882,Low,2
5812,Male,0,1,0,23,1,2,DSL,0,0,0,0,0,0,Month-to-month,0,1,75.66376413341251,1732.4197981953685,0.931781711908178,High,1
1003,Female,0,0,0,1,1,0,Fiber optic,0,0,0,0,1,2,Month-to-month,0,2,86.07723004923822,86.07723004923822,0.9395077538451776,High,1
3263,Male,0,0,0,1,1,1,DSL,0,0,0,0,0,1,Month-to-month,0,0,64.49165364762077,103.68040921548808,0.9517531264553359,High,1
5634,Male,0,1,1,3,1,0,DSL,0,0,0,0,0,0,Month-to-month,0,3,44.3,134.5,0.17817631243675608,Low,0
1433,Male,0,0,0,25,0,0,DSL,0,0,0,0,0,0,Month-to-month,0,2,69.65724164413143,1753.8758578452887,0.9507215696926707,High,1
2201,Male,0,1,0,50,1,1,Fiber optic,0,0,0,0,2,0,Month-to-month,0,0,84.36970656795468,4139.627409835129,0.9134106911362496,High,2
76,Female,0,0,0,15,0,0,DSL,0,0,2,1,1,1,Month-to-month,0,1,99.48714558220708,1550.746743384613,0.9524348616666343,High,1
1758,Male,0,1,1,7,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,1,2,69.0,506.9,0.48500237000908186,Low,1
4742,Male,0,1,1,14,1,2,Fiber optic,0,0,0,2,2,0,Month-to-month,1,2,91.65,1301.0,0.3357441281087928,Low,1
4155,Male,1,1,0,50,1,2,Fiber optic,0,2,2,0,2,0,Month-to-month,1,2,95.05,4888.7,0.12689456554529915,Low,2
2923,Male,1,1,1,3,1,0,Fiber optic,2,0,0,2,2,0,Month-to-month,1,3,88.3,273.75,0.5689692840735872,Medium,1
4708,Male,0,0,0,30,1,2,Fiber optic,0,2,2,2,2,2,One year,0,1,110.45,3327.05,0.22566941733401566,Low,2
5323,Female,0,0,0,12,1,0,No,1,1,1,1,1,1,Month-to-month,0,1,20.05,265.45,0.07295100550377731,Low,0
2566,Male,1,0,0,2,0,1,DSL,0,0,2,0,0,0,Month-to-month,1,2,30.4,78.65,0.8925814678176295,High,0
4294,Male,0,0,0,27,1,0,DSL,2,2,0,0,0,0,Two year,0,0,52.85,1498.65,0.04907350533153827,Low,0
1450,Male,0,0,0,5,1,1,DSL,0,0,1,1,1,0,Month-to-month,0,0,60.921218602270905,377.4594579447339,0.9517842066496206,High,1
6172,Female,1,0,0,7,1,2,Fiber optic,0,0,0,0,0,0,Month-to-month,1,2,77.7493138461034,556.2836012797521,0.9161418050570455,High,1
2438,Male,0,1,0,43,1,2,Fiber optic,0,2,0,0,0,0,Month-to-month,0,2,80.45,3398.9,0.3223149910040027,Low,2
6432,Female,0,0,0,1,1,0,No,1,1,1,1,1,1,Month-to-month,0,3,20.3,20.3,0.09791030865850127,Low,0
1570,Male,0,0,0,29,1,0,DSL,2,0,2,2,0,0,One year,0,1,58.0,1734.5,0.06380727701810017,Low,0
6052,Male,0,0,0,64,1,2,No,1,1,1,1,1,1,One year,0,3,24.7,1642.75,0.04847731433152301,Low,0
4405,Male,0,0,0,2,1,1,Fiber optic,0,0,0,0,0,0,Month-to-month,1,1,74.05971552986985,134.0293779921466,0.9444003455896826,High,1
3675,Male,0,0,0,1,1,0,Fiber optic,0,2,0,0,0,0,Month-to-month,1,2,75.7,75.7,0.9218210768582246,High,1
4910,Female,0,1,1,66,1,2,Fiber optic,1,0,1,1,2,2,Two year,0,0,105.22287209627109,6911.973363860142,0.8986908131899218,High,2
4311,Female,0,1,0,41,1,2,Fiber optic,0,0,0,0,1,2,Month-to-month,0,0,94.34259919062465,3772.2243329529715,0.8589766425970025,High,2
6011,Male,0,0,0,14,1,1,Fiber optic,0,0,0,0,0,2,Month-to-month,1,0,85.6153393301425,1341.9430660836335,0.9393052329780655,High,1
6299,Male,0,1,1,18,1,0,DSL,0,0,0,0,2,0,Month-to-month,0,3,55.95,1082.8,0.32916588669564767,Low,0
4577,Male,0,0,0,31,1,2,Fiber optic,0,1,0,0,2,2,Month-to-month,1,2,98.69139645466423,3085.5288154095865,0.950283070570214,High,1
4824,Male,0,0,0,46,0,1,DSL,0,2,0,0,2,2,Month-to-month,0,2,84.8463837815835,3586.777351656263,0.9313361481517998,High,2
1491,Male,0,0,0,68,1,2,DSL,0,2,2,0,2,2,Two year,1,2,80.65,5330.2,0.16795847248666843,Low,2
3959,Female,0,0,0,22,1,2,Fiber optic,2,0,0,0,2,2,Month-to-month,1,2,100.75,2095.0,0.8599122460186164,High,1
2136,Female,1,0,0,1,1,2,Fiber optic,0,0,1,0,2,0,Month-to-month,1,2,88.55355613103757,97.3370683838011,0.948197599385427,High,1
1462,Female,0,1,1,54,1,2,DSL,2,2,0,2,0,0,Two year,1,1,65.65,3566.7,0.048769633688218794,Low,2
5158,Female,0,0,0,1,1,0,Fiber optic,0,0,0,0,1,1,Month-to-month,1,2,83.20290923921496,83.20290923921496,0.9512136506373412,High,1
3632,Female,1,0,0,3,1,2,Fiber optic,0,0,0,0,2,2,Month-to-month,1,2,94.85,335.75,0.9066047265305939,High,1
3852,Female,1,1,0,41,1,0,Fiber optic,0,2,0,0,2,2,Month-to-month,1,2,94.55,3851.45,0.23676064741610564,Low,2
4745,Male,0,0,0,5,1,0,Fiber optic,0,0,0,0,0,1,Month-to-month,0,2,77.56250611461492,434.1566987275117,0.9465969067569439,High,1
3873,Female,1,1,0,72,0,1,DSL,2,2,2,2,2,2,Two year,1,1,64.45,4641.1,0.0487781959409828,Low,2
6955,Male,1,0,0,1,1,0,Fiber optic,0,0,0,0,2,0,Month-to-month,0,2,78.45,78.45,0.9476206975500255,High,1
5110,Male,0,0,0,1,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,1,2,69.52105984785817,69.52105984785817,0.9480485302338059,High,1
1748,Female,0,0,0,7,1,0,No,1,1,1,1,1,1,One year,0,3,19.5,128.6,0.050646870610788104,Low,0
3088,Male,0,0,0,10,0,1,DSL,0,2,0,2,0,0,Month-to-month,0,2,36.25,374.0,0.20615515693613107,Low,0
5642,Male,0,0,0,21,1,1,Fiber optic,0,0,0,0,2,2,Month-to-month,1,2,97.29537619183546,2123.1576942313254,0.9436983820500122,High,1
3800,Male,0,1,0,29,1,1,Fiber optic,0,0,0,0,2,0,Month-to-month,1,1,90.23179332385948,2565.3353008890426,0.9361440375287955,High,1
2597,Female,0,0,0,21,1,1,Fiber optic,0,1,0,0,0,0,Month-to-month,1,1,86.62070531536875,1874.3072684063668,0.9511538429456302,High,1
6263,Male,0,0,0,52,1,0,DSL,0,0,2,0,0,2,Month-to-month,1,2,59.45,3043.7,0.24938875050221754,Low,2
5126,Female,0,0,0,2,1,1,Fiber optic,0,0,0,0,0,0,Month-to-month,1,2,80.70988255713007,159.76148301726843,0.9449961111202682,High,1
4010,Male,0,0,0,19,1,2,Fiber optic,0,1,2,0,0,2,Month-to-month,0,2,93.29179289026892,1778.5224220690432,0.9432777309491187,High,1
2547,Female,0,0,0,72,1,2,DSL,0,2,2,2,2,2,Two year,1,0,88.6,6201.95,0.0481988222711092,Low,2
2810,Female,0,0,0,63,1,0,DSL,2,2,2,2,2,2,Two year,1,0,86.7,5309.5,0.04735120925125796,Low,2
6064,Male,0,1,1,2,1,0,No,1,1,1,1,1,1,One year,0,3,20.3,31.9,0.056682495205004874,Low,0
1556,Male,0,1,0,44,1,2,Fiber optic,2,2,2,2,0,0,Month-to-month,1,1,95.1,4060.55,0.1837792875805009,Low,2
660,Male,0,0,0,35,1,1,Fiber optic,0,0,2,0,1,1,Month-to-month,1,1,98.44163115842382,3495.0825419312905,0.9487775961209424,High,2
1033,Male,0,0,0,60,1,0,Fiber optic,0,0,1,0,2,1,One year,1,2,91.26744173741339,5536.547368144574,0.9418143271070827,High,2
4731,Female,1,1,0,53,1,2,Fiber optic,0,2,1,0,2,2,Month-to-month,1,2,103.69654964881529,5490.528449969591,0.9406681730812555,High,2
4823,Male,0,0,0,47,0,1,DSL,2,2,0,2,0,0,One year,0,1,39.65,1798.65,0.05381225261964256,Low,0
3469,Female,0,1,0,2,1,2,Fiber optic,0,0,2,0,2,0,Month-to-month,1,2,91.45,171.45,0.9093617635674918,High,1
6641,Female,0,1,0,32,1,2,Fiber optic,0,0,2,0,0,0,Month-to-month,1,2,78.9,2447.95,0.7443558933648118,Medium,1
3474,Male,0,1,0,40,1,0,No,1,1,1,1,1,1,Two year,0,3,19.1,780.1,0.049656822851545025,Low,0
4993,Female,1,1,0,17,1,2,Fiber optic,0,0,2,0,2,2,Month-to-month,1,1,100.45,1622.45,0.7016286990997249,Medium,1
5542,Female,0,0,0,14,1,0,No,1,1,1,1,1,1,One year,0,0,20.4,275.7,0.0562579600509644,Low,0
304,Female,0,0,0,46,1,1,DSL,0,2,0,0,0,0,Month-to-month,0,1,74.02023594504914,3409.0466834574086,0.9082728207226621,High,2
2525,Male,0,0,0,1,1,0,DSL,0,0,0,0,0,1,Month-to-month,1,2,54.951670571503364,54.951670571503364,0.949348044602092,High,1
504,Male,0,0,0,1,0,0,Fiber optic,0,0,0,0,0,0,Month-to-month,0,2,20.879187254458934,20.879187254458934,0.9508083148147747,High,0
5213,Male,0,0,0,6,0,1,DSL,2,2,0,2,0,2,Month-to-month,0,1,50.95,307.6,0.13616227561268868,Low,0
5088,Male,0,0,0,18,1,2,Fiber optic,0,0,0,1,1,1,Month-to-month,0,0,96.13070554264364,1824.612806848293,0.9521334624961263,High,1
299,Male,0,1,0,54,1,2,Fiber optic,0,2,0,0,2,1,Month-to-month,1,1,99.27496772526197,5310.236982890559,0.9333240466422238,High,2
3576,Male,0,0,0,1,1,0,DSL,0,0,0,0,0,0,Month-to-month,1,2,45.3,45.3,0.9215977422630065,High,0
