327|Male|0|1|0|22|1|0|Fiber optic|0|1|1|1|0|0|Month-to-month|0|2|84.65490875121017|1887.1304387795055|0.952531752570009|High|1
2607|Female|0|0|0|1|1|0|Fiber optic|0|0|0|0|2|2|Month-to-month|1|2|88.35|88.35|0.9202649597841271|High|1
1134|Male|0|0|0|37|1|2|Fiber optic|0|0|2|0|2|2|Month-to-month|1|2|100.05|3810.55|0.8324884919710487|High|2
923|Female|0|0|0|10|1|2|Fiber optic|0|0|0|0|2|0|Month-to-month|1|0|86.05|834.1|0.9193412468384521|High|1
4964|Male|1|0|0|53|1|2|Fiber optic|0|2|0|0|0|0|Month-to-month|1|2|81.36375208170244|4373.743543795702|0.7700111163184159|Medium|2
5346|Male|0|0|0|14|1|1|DSL|0|0|0|0|1|1|Month-to-month|1|1|82.83814393320955|1121.9559038678326|0.9525623231553675|High|1
6630|Male|0|1|0|1|1|0|DSL|0|0|0|0|0|0|Month-to-month|0|1|48.94150662649021|48.94150662649021|0.8064150119419867|High|0
5711|Male|1|0|0|9|1|2|Fiber optic|0|0|0|0|0|2|Month-to-month|1|2|84.45|762.5|0.9011321445541197|High|1
5618|Male|0|1|0|3|0|0|DSL|0|0|0|0|0|0|Month-to-month|0|3|41.46298033432259|119.7547258140588|0.9205121297773766|High|0
3351|Male|1|1|0|5|1|2|Fiber optic|0|2|0|0|0|0|Month-to-month|1|2|81.0|371.65|0.737125508748486|Medium|1
412|Male|1|0|0|1|0|1|DSL|0|0|0|0|0|0|Month-to-month|0|2|25.25|25.25|0.9094973200807993|High|0
5244|Female|1|0|0|26|1|2|Fiber optic|0|0|0|0|2|2|Month-to-month|1|2|93.6|2404.1|0.7593804014948716|Medium|1
1177|Male|0|0|0|4|1|2|Fiber optic|0|2|0|2|0|2|Month-to-month|1|2|93.5|362.2|0.8528346210466785|High|1
5187|Female|0|0|0|2|1|1|Fiber optic|0|1|0|0|0|0|Month-to-month|1|2|81.97276548019651|184.70633122899525|0.9508065033171368|High|1
1530|Male|0|1|0|44|1|0|Fiber optic|0|0|2|0|0|2|Month-to-month|1|1|91.59552892340163|4074.596452575641|0.7455761926575601|Medium|2
4331|Male|0|1|0|16|1|2|Fiber optic|0|0|0|0|2|0|Month-to-month|1|2|85.12867857527606|1381.4673898719116|0.7763244772150851|Medium|1
19|Male|0|0|0|1|0|1|DSL|0|0|0|0|0|0|Month-to-month|0|1|25.28852238434361|25.28852238434361|0.8358184211066091|High|0
5178|Male|0|0|0|4|1|0|Fiber optic|0|0|1|1|2|1|Month-to-month|1|0|97.02921546266607|404.9836225493381|0.9525119105342033|High|1
955|Female|1|0|0|3|1|2|Fiber optic|0|0|2|0|2|0|Month-to-month|0|2|91.05|289.1|0.9089612880708282|High|1
1563|Male|0|0|0|1|1|0|DSL|0|0|0|0|0|0|Month-to-month|1|3|45.4|45.4|0.8089823269863772|High|0
2222|Male|0|0|0|1|0|0|DSL|0|0|0|0|0|0|Month-to-month|0|2|64.74787559850961|75.22782771537354|0.9520024607737727|High|1
2646|Female|1|1|0|57|1|2|Fiber optic|0|0|2|0|2|2|Month-to-month|0|2|100.6|5746.15|0.7624178040247634|Medium|2
2261|Male|0|1|0|2|0|0|DSL|0|0|0|1|0|0|Month-to-month|1|3|33.4793077658915|94.0315178450688|0.9337412909800716|High|0
4706|Male|0|0|0|29|1|0|DSL|1|1|1|1|2|2|Month-to-month|0|0|85.8619448509523|2514.902821969478|0.9526729232416022|High|1
961|Female|0|1|0|63|1|2|Fiber optic|0|1|2|0|2|2|Month-to-month|1|1|102.5249063787808|6652.173530023125|0.9489025618115435|High|2
5428|Male|0|0|0|1|1|0|DSL|0|0|0|0|0|0|Month-to-month|1|2|69.00740961049193|69.00740961049193|0.9490416381190515|High|1
3885|Male|1|0|0|2|0|0|DSL|0|0|0|0|0|0|Month-to-month|0|1|27.658804775588045|78.71418297396299|0.9434201444293777|High|0
2354|Male|0|0|0|1|1|1|DSL|0|0|0|0|0|0|Month-to-month|1|0|60.25227505547627|60.25227505547627|0.9496515767746474|High|1
844|Male|0|0|0|5|1|2|Fiber optic|0|0|0|0|0|0|Month-to-month|0|2|79.86947960917144|459.3402153224101|0.921692202541442|High|1
2649|Male|0|0|0|21|1|2|Fiber optic|0|1|0|0|0|0|Month-to-month|1|1|81.07389258682794|1849.7631996357054|0.9485048582030992|High|1
4877|Male|0|0|0|4|0|1|DSL|0|1|0|0|1|0|Month-to-month|1|2|88.10573849610495|362.02052703835244|0.9523022153886389|High|1
294|Female|0|0|0|3|1|0|Fiber optic|0|0|0|0|2|2|Month-to-month|0|3|90.7|237.65|0.8531938266660521|High|1
1661|Male|0|0|0|34|0|1|DSL|1|2|0|0|1|1|Month-to-month|1|2|64.62381314097942|2019.9028798776378|0.9492100087890312|High|1
6362|Male|0|0|0|54|1|2|Fiber optic|0|2|1|1|2|2|Month-to-month|0|1|109.99222494949623|5953.605865065007|0.9505597419258727|High|2
5098|Female|0|1|1|1|1|2|Fiber optic|0|0|0|0|0|0|Month-to-month|1|2|74.5|74.5|0.9207057276412663|High|1
5218|Female|0|0|0|1|1|0|DSL|0|0|0|0|0|0|Month-to-month|0|2|45.75|45.75|0.7326024301924932|Medium|0
5812|Male|0|1|0|23|1|2|DSL|0|0|0|0|0|0|Month-to-month|0|1|75.66376413341251|1732.4197981953685|0.931781711908178|High|1
1003|Female|0|0|0|1|1|0|Fiber optic|0|0|0|0|1|2|Month-to-month|0|2|86.07723004923822|86.07723004923822|0.9395077538451776|High|1
3263|Male|0|0|0|1|1|1|DSL|0|0|0|0|0|1|Month-to-month|0|0|64.49165364762077|103.68040921548808|0.9517531264553359|High|1
1433|Male|0|0|0|25|0|0|DSL|0|0|0|0|0|0|Month-to-month|0|2|69.65724164413143|1753.8758578452887|0.9507215696926707|High|1
2201|Male|0|1|0|50|1|1|Fiber optic|0|0|0|0|2|0|Month-to-month|0|0|84.36970656795468|4139.627409835129|0.9134106911362496|High|2
76|Female|0|0|0|15|0|0|DSL|0|0|2|1|1|1|Month-to-month|0|1|99.48714558220708|1550.746743384613|0.9524348616666343|High|1
2566|Male|1|0|0|2|0|1|DSL|0|0|2|0|0|0|Month-to-month|1|2|30.4|78.65|0.8925814678176295|High|0
1450|Male|0|0|0|5|1|1|DSL|0|0|1|1|1|0|Month-to-month|0|0|60.921218602270905|377.4594579447339|0.9517842066496206|High|1
6172|Female|1|0|0|7|1|2|Fiber optic|0|0|0|0|0|0|Month-to-month|1|2|77.7493138461034|556.2836012797521|0.9161418050570455|High|1
4405|Male|0|0|0|2|1|1|Fiber optic|0|0|0|0|0|0|Month-to-month|1|1|74.05971552986985|134.0293779921466|0.9444003455896826|High|1
3675|Male|0|0|0|1|1|0|Fiber optic|0|2|0|0|0|0|Month-to-month|1|2|75.7|75.7|0.9218210768582246|High|1
4311|Female|0|1|0|41|1|2|Fiber optic|0|0|0|0|1|2|Month-to-month|0|0|94.34259919062465|3772.2243329529715|0.8589766425970025|High|2
6011|Male|0|0|0|14|1|1|Fiber optic|0|0|0|0|0|2|Month-to-month|1|0|85.6153393301425|1341.9430660836335|0.9393052329780655|High|1
4577|Male|0|0|0|31|1|2|Fiber optic|0|1|0|0|2|2|Month-to-month|1|2|98.69139645466423|3085.5288154095865|0.950283070570214|High|1
4824|Male|0|0|0|46|0|1|DSL|0|2|0|0|2|2|Month-to-month|0|2|84.8463837815835|3586.777351656263|0.9313361481517998|High|2
3959|Female|0|0|0|22|1|2|Fiber optic|2|0|0|0|2|2|Month-to-month|1|2|100.75|2095.0|0.8599122460186164|High|1
2136|Female|1|0|0|1|1|2|Fiber optic|0|0|1|0|2|0|Month-to-month|1|2|88.55355613103757|97.3370683838011|0.948197599385427|High|1
5158|Female|0|0|0|1|1|0|Fiber optic|0|0|0|0|1|1|Month-to-month|1|2|83.20290923921496|83.20290923921496|0.9512136506373412|High|1
3632|Female|1|0|0|3|1|2|Fiber optic|0|0|0|0|2|2|Month-to-month|1|2|94.85|335.75|0.9066047265305939|High|1
4745|Male|0|0|0|5|1|0|Fiber optic|0|0|0|0|0|1|Month-to-month|0|2|77.56250611461492|434.1566987275117|0.9465969067569439|High|1
6955|Male|1|0|0|1|1|0|Fiber optic|0|0|0|0|2|0|Month-to-month|0|2|78.45|78.45|0.9476206975500255|High|1
5110|Male|0|0|0|1|1|0|Fiber optic|0|0|0|0|0|0|Month-to-month|1|2|69.52105984785817|69.52105984785817|0.9480485302338059|High|1
5642|Male|0|0|0|21|1|1|Fiber optic|0|0|0|0|2|2|Month-to-month|1|2|97.29537619183546|2123.1576942313254|0.9436983820500122|High|1
3800|Male|0|1|0|29|1|1|Fiber optic|0|0|0|0|2|0|Month-to-month|1|1|90.23179332385948|2565.3353008890426|0.9361440375287955|High|1
2597|Female|0|0|0|21|1|1|Fiber optic|0|1|0|0|0|0|Month-to-month|1|1|86.62070531536875|1874.3072684063668|0.9511538429456302|High|1
5126|Female|0|0|0|2|1|1|Fiber optic|0|0|0|0|0|0|Month-to-month|1|2|80.70988255713007|159.76148301726843|0.9449961111202682|High|1
4010|Male|0|0|0|19|1|2|Fiber optic|0|1|2|0|0|2|Month-to-month|0|2|93.29179289026892|1778.5224220690432|0.9432777309491187|High|1
660|Male|0|0|0|35|1|1|Fiber optic|0|0|2|0|1|1|Month-to-month|1|1|98.44163115842382|3495.0825419312905|0.9487775961209424|High|2
4731|Female|1|1|0|53|1|2|Fiber optic|0|2|1|0|2|2|Month-to-month|1|2|103.69654964881529|5490.528449969591|0.9406681730812555|High|2
3469|Female|0|1|0|2|1|2|Fiber optic|0|0|2|0|2|0|Month-to-month|1|2|91.45|171.45|0.9093617635674918|High|1
6641|Female|0|1|0|32|1|2|Fiber optic|0|0|2|0|0|0|Month-to-month|1|2|78.9|2447.95|0.7443558933648118|Medium|1
4993|Female|1|1|0|17|1|2|Fiber optic|0|0|2|0|2|2|Month-to-month|1|1|100.45|1622.45|0.7016286990997249|Medium|1
304|Female|0|0|0|46|1|1|DSL|0|2|0|0|0|0|Month-to-month|0|1|74.02023594504914|3409.0466834574086|0.9082728207226621|High|2
2525|Male|0|0|0|1|1|0|DSL|0|0|0|0|0|1|Month-to-month|1|2|54.951670571503364|54.951670571503364|0.949348044602092|High|1
504|Male|0|0|0|1|0|0|Fiber optic|0|0|0|0|0|0|Month-to-month|0|2|20.879187254458934|20.879187254458934|0.9508083148147747|High|0
5088|Male|0|0|0|18|1|2|Fiber optic|0|0|0|1|1|1|Month-to-month|0|0|96.13070554264364|1824.612806848293|0.9521334624961263|High|1
299|Male|0|1|0|54|1|2|Fiber optic|0|2|0|0|2|1|Month-to-month|1|1|99.27496772526197|5310.236982890559|0.9333240466422238|High|2
3576|Male|0|0|0|1|1|0|DSL|0|0|0|0|0|0|Month-to-month|1|2|45.3|45.3|0.9215977422630065|High|0
6536|Male|0|0|0|1|1|1|Fiber optic|0|0|0|0|0|2|Month-to-month|1|1|82.6720367496363|117.9905649194398|0.9508542401831972|High|1
2576|Female|0|0|0|7|1|2|Fiber optic|0|0|0|0|2|2|Month-to-month|1|0|96.6700980806985|651.7132939362349|0.9180166232594035|High|1
1321|Female|0|1|1|30|1|1|Fiber optic|0|0|1|0|0|1|Month-to-month|0|2|85.45086121652123|2652.2424721169423|0.9499044897067558|High|1
202|Female|0|0|0|1|1|0|DSL|0|0|0|0|1|0|Month-to-month|0|2|69.19582010723596|83.43692926250677|0.9502092811076972|High|1
4679|Female|0|0|0|14|1|2|Fiber optic|0|2|0|0|2|2|Month-to-month|1|2|100.55|1415.55|0.8191254514710062|High|1
5426|Male|0|0|0|10|1|2|Fiber optic|0|0|0|0|0|0|Month-to-month|1|2|78.57963063235374|841.7814377167502|0.9298629882320709|High|1
3935|Male|0|0|0|1|1|0|Fiber optic|0|0|0|0|0|0|Month-to-month|1|2|70.70747438670122|70.70747438670122|0.9420838990231635|High|1
5637|Male|0|0|0|35|1|0|DSL|0|0|1|1|0|2|Month-to-month|1|2|66.68290745530602|2341.8995469017027|0.9459045380634405|High|1
3775|Female|1|1|0|70|1|2|Fiber optic|1|2|0|0|2|2|Month-to-month|1|0|106.08980883026418|7479.143318158262|0.9397155459592277|High|2
2829|Male|0|0|0|14|1|1|DSL|0|0|1|0|1|1|Month-to-month|1|1|87.58553247579847|1150.4866075356808|0.9527577746450895|High|1
3888|Male|0|0|0|3|1|0|DSL|1|1|0|1|0|0|Month-to-month|0|2|60.61631191180797|272.0461427704833|0.9519199480001755|High|1
7019|Female|0|0|0|23|1|1|DSL|0|0|0|0|0|1|Month-to-month|0|2|82.0853345750463|1887.406211408801|0.9515223613805381|High|1
604|Male|0|0|0|1|1|0|Fiber optic|0|0|0|0|0|0|Month-to-month|0|3|32.32867479203926|38.47846367585326|0.9455164585986674|High|0
3847|Male|0|0|0|52|1|2|Fiber optic|1|0|1|0|2|2|Month-to-month|1|2|103.11002016207075|5534.467577964858|0.9519919808460676|High|2
4181|Male|0|0|1|1|1|0|Fiber optic|0|0|0|0|2|0|Month-to-month|1|2|79.35|79.35|0.93077356282726|High|1
272|Female|0|1|0|59|1|2|Fiber optic|0|1|1|0|2|0|Month-to-month|1|1|94.85974171027684|5664.1121413595|0.9520284199795969|High|2
5239|Male|0|0|0|6|1|1|Fiber optic|0|0|0|0|0|0|Month-to-month|0|2|79.25652408076562|466.557463195556|0.9454973065735092|High|1
670|Male|1|0|0|46|1|2|Fiber optic|0|2|0|1|2|0|Month-to-month|1|2|99.37279750008956|4611.60791133165|0.9391651047715635|High|2
6171|Male|0|0|0|4|1|0|DSL|0|0|0|0|2|0|Month-to-month|1|2|78.67268387716162|302.9045129078712|0.9425578524575646|High|1
6639|Male|0|0|0|4|1|1|DSL|0|0|0|0|0|0|Month-to-month|0|2|51.03049146634801|208.5712834454172|0.9335769040819707|High|0
3482|Male|0|1|1|4|1|2|Fiber optic|0|0|0|0|0|1|Month-to-month|1|2|85.60843905570948|398.3662692509297|0.9366649381010428|High|1
3269|Female|0|0|0|25|1|2|Fiber optic|0|0|1|0|2|2|Month-to-month|1|2|99.47730640884198|2486.087214957078|0.9506691516207336|High|1
5649|Male|0|0|0|1|0|0|Fiber optic|0|0|0|0|0|0|Month-to-month|1|2|20.3770124543214|20.3770124543214|0.950581831371124|High|0
5352|Male|0|0|0|2|1|2|Fiber optic|0|0|0|0|0|0|Month-to-month|0|1|74.9|147.15|0.915045837291815|High|1
2871|Female|1|1|0|1|1|2|Fiber optic|0|0|0|0|0|0|Month-to-month|1|2|74.4|74.4|0.8996470472261421|High|1
3472|Female|1|1|0|2|1|0|Fiber optic|0|0|2|0|2|2|Month-to-month|1|1|95.5|181.65|0.9251955784939705|High|1
471|Male|0|0|0|45|1|2|Fiber optic|1|0|0|0|0|0|Month-to-month|0|2|83.42439485969801|3779.772700155531|0.9463629754294368|High|2
6382|Male|0|0|0|3|1|2|Fiber optic|0|0|0|0|2|2|Month-to-month|1|2|96.6|291.9|0.9442187033189756|High|1
3362|Male|0|0|0|1|1|0|DSL|1|1|0|1|0|0|Month-to-month|1|2|65.75437762438975|65.75437762438975|0.9525075367864405|High|1
2230|Male|0|0|0|2|1|2|Fiber optic|0|0|0|0|0|2|Month-to-month|1|0|85.75979438130177|256.76715697455785|0.9345390663565551|High|1
1973|Male|0|1|0|42|0|1|DSL|0|0|2|2|0|0|Month-to-month|1|2|80.98557698404369|3284.234694496082|0.904574592637392|High|2
3222|Male|0|0|0|16|1|2|Fiber optic|0|0|0|0|0|0|Month-to-month|1|0|75.8705868893175|1296.4254775550908|0.8129071529846631|High|1
204|Male|0|0|0|8|1|0|Fiber optic|0|0|2|0|2|2|Month-to-month|0|2|96.05942199132289|761.9242940015083|0.9280854623295185|High|1
3473|Male|0|1|1|4|1|2|Fiber optic|1|0|1|0|0|0|Month-to-month|1|2|85.10089785838471|423.7258276965708|0.9490261376407706|High|1
4012|Male|0|0|0|19|1|2|Fiber optic|0|1|1|0|0|2|Month-to-month|1|2|96.11221378649645|1809.7631699579774|0.952011929784713|High|1
4593|Male|0|0|0|46|1|2|Fiber optic|0|2|0|0|2|2|Month-to-month|1|2|100.01394511271262|4750.503183372576|0.8346351507314612|High|2
4005|Male|0|0|0|9|1|2|Fiber optic|0|0|0|0|2|1|Month-to-month|0|1|91.35057708582097|822.6786418790311|0.9438913935944007|High|1
6066|Male|0|0|0|15|1|2|DSL|0|0|0|0|0|0|Month-to-month|1|2|49.1|679.55|0.8185192653477779|High|0
6204|Male|0|0|0|18|1|2|Fiber optic|0|0|0|2|2|2|Month-to-month|1|0|99.85|1776.95|0.8724548738887238|High|1
5318|Female|0|0|0|12|1|2|Fiber optic|0|0|0|0|2|2|Month-to-month|1|2|96.05|1148.1|0.8976180353708504|High|1
4895|Male|0|0|0|1|1|0|Fiber optic|0|0|1|0|0|0|Month-to-month|0|2|78.0471151441646|78.0471151441646|0.9516774755627848|High|1
1373|Female|0|0|0|4|1|0|Fiber optic|0|0|2|0|0|2|Month-to-month|0|2|86.05|308.1|0.7679010216589427|Medium|1
1582|Male|0|0|0|2|1|0|DSL|0|0|0|0|0|0|Month-to-month|0|0|59.38463056217008|101.43188319177183|0.9213789751668067|High|1
4727|Male|1|0|0|44|1|1|Fiber optic|0|1|1|0|1|2|Month-to-month|0|1|96.15239540268311|4197.880309998149|0.9527322182561229|High|2
2981|Male|1|0|0|18|1|2|Fiber optic|0|0|2|0|0|0|Month-to-month|1|1|80.43248192422067|1470.8709818234488|0.7311145126846353|Medium|1
1307|Female|0|1|1|1|1|0|Fiber optic|0|0|0|0|2|2|Month-to-month|1|2|90.1|90.1|0.8471573337917031|High|1
2092|Male|0|0|0|6|1|0|Fiber optic|0|0|0|0|1|1|Month-to-month|0|2|85.86047656722668|566.7950739915829|0.95144583765148|High|1
235|Female|0|0|0|32|1|1|DSL|2|2|0|1|1|1|Month-to-month|0|1|107.2531750781726|3435.353383119482|0.9487048838789203|High|2
456|Female|0|1|0|16|1|1|DSL|0|0|2|0|2|1|Month-to-month|1|1|92.43104514183938|1514.3701843549532|0.9492573370216055|High|1
5496|Female|0|0|0|36|1|1|Fiber optic|0|1|1|0|1|1|Month-to-month|1|2|90.57361221572958|3126.684146750136|0.9527926474773656|High|2
1980|Female|0|0|0|1|1|0|Fiber optic|0|0|0|0|0|2|Month-to-month|0|2|79.3340427251132|79.3340427251132|0.9152961893954515|High|1
1092|Male|0|0|0|4|1|2|Fiber optic|0|2|1|0|0|0|Month-to-month|0|0|85.8137474310881|338.89723427520363|0.9446550968097346|High|1
3417|Male|1|0|0|3|1|0|Fiber optic|0|0|2|0|0|0|Month-to-month|0|2|73.85|196.4|0.8230641093752573|High|1
1369|Male|0|0|0|2|1|0|Fiber optic|0|0|0|0|2|2|Month-to-month|1|2|90.4|168.2|0.9351085133552223|High|1
2219|Male|0|1|0|56|1|2|Fiber optic|0|2|1|0|0|2|Month-to-month|1|0|95.5278764491541|5434.580451772076|0.923592866278979|High|2
1434|Female|0|0|0|1|1|0|DSL|0|0|0|0|0|0|Month-to-month|1|2|45.634126622976886|45.634126622976886|0.8914181343838755|High|0
6974|Male|0|0|0|1|1|0|Fiber optic|0|1|0|0|0|0|Month-to-month|0|1|74.70650358417815|74.70650358417815|0.9517357636923072|High|1
5371|Male|0|0|0|1|1|0|Fiber optic|0|2|0|0|0|0|Month-to-month|0|2|75.8|75.8|0.9093205219789579|High|1
1978|Male|0|1|1|16|0|1|DSL|0|0|2|0|0|2|Month-to-month|1|2|76.08853969163177|1222.3876583286008|0.9276816834420991|High|1
3099|Male|0|0|0|32|0|1|DSL|0|0|1|0|0|0|Month-to-month|1|2|70.79893452159305|2130.9996612966274|0.9515607818914898|High|1
4695|Male|0|0|0|1|1|0|DSL|0|0|1|0|0|0|Month-to-month|0|2|50.517282899725366|50.517282899725366|0.9485101185984272|High|0
745|Female|0|0|0|17|1|0|Fiber optic|0|0|1|0|0|0|Month-to-month|1|1|76.22152297529962|1313.6631512142897|0.9431636636112326|High|1
3064|Female|0|0|0|3|0|1|DSL|0|0|0|0|1|1|Month-to-month|1|2|80.60434814571067|215.1622372026768|0.9517623673493503|High|1
350|Male|0|0|0|1|1|0|Fiber optic|0|0|0|0|0|0|Month-to-month|0|2|72.45340842542029|72.45340842542029|0.9476231101877995|High|1
1206|Male|0|0|0|10|1|0|Fiber optic|0|0|0|0|1|0|Month-to-month|0|1|80.85|802.531092225444|0.9443471850110416|High|1
3325|Male|0|0|0|1|1|2|DSL|0|0|0|0|0|0|Month-to-month|1|3|50.1|50.1|0.7749694845183513|Medium|0
6528|Male|0|0|0|1|1|2|Fiber optic|0|0|0|0|0|2|Month-to-month|1|2|85.0|85.0|0.9490455225807904|High|1
3334|Male|0|0|0|4|1|0|Fiber optic|0|0|0|0|0|0|Month-to-month|0|2|70.4|281.0|0.888101030250453|High|1
2722|Male|0|0|0|17|1|0|Fiber optic|0|0|0|0|0|0|Month-to-month|1|2|70.0|1144.5|0.8951203158012563|High|1
5294|Female|0|0|0|1|1|2|Fiber optic|0|1|0|0|0|0|Month-to-month|1|2|79.32858924430462|79.32858924430462|0.950969907269612|High|1
6256|Male|0|0|0|28|1|2|Fiber optic|0|1|2|0|2|2|Month-to-month|1|1|105.44112653913811|2977.8118533467737|0.9504345961859196|High|1
2524|Male|0|0|0|35|1|2|DSL|1|0|1|1|1|2|Month-to-month|1|1|85.47324062825085|3087.292862486595|0.9524123085899071|High|2
4610|Male|0|1|0|8|0|1|DSL|1|1|0|0|0|2|Month-to-month|1|1|84.83243421125479|703.3311345170273|0.9524204282705729|High|1
342|Male|0|0|0|1|1|0|DSL|0|0|0|0|0|0|Month-to-month|0|3|68.6589607376942|68.6589607376942|0.9420279689374632|High|1
4024|Male|0|0|0|3|1|0|Fiber optic|0|0|0|0|0|0|Month-to-month|0|3|25.425947485090347|70.99549244425549|0.8686586994555855|High|0
3189|Male|0|0|1|2|0|0|DSL|1|0|0|0|0|0|Month-to-month|0|1|38.1466787570565|87.03794076112402|0.9460405061079201|High|0
2990|Female|0|0|0|7|1|0|Fiber optic|0|0|0|0|0|0|Month-to-month|1|2|69.55|521.35|0.745063394142698|Medium|1
6497|Male|0|0|0|4|0|0|DSL|0|0|0|0|2|0|Month-to-month|1|2|78.1480701361671|293.0794089749238|0.9508504664807031|High|1
1720|Male|0|0|0|1|1|0|Fiber optic|0|0|0|0|1|0|Month-to-month|1|2|75.03953810159867|75.03953810159867|0.9409422745648123|High|1
1200|Female|0|0|0|32|1|2|Fiber optic|0|0|0|0|0|0|Month-to-month|0|1|79.96948679175333|2656.8293521390783|0.8192277968909477|High|1
2835|Male|0|0|0|8|1|1|DSL|1|0|0|1|0|1|Month-to-month|0|2|70.57624140874115|562.5420523755001|0.951989631206681|High|1
2070|Male|0|0|0|1|1|1|Fiber optic|0|0|0|0|0|0|Month-to-month|1|3|74.22817478256013|74.22817478256013|0.9444658155174275|High|1
4439|Male|1|1|0|30|1|2|Fiber optic|0|2|0|0|2|0|Month-to-month|1|2|90.05|2627.2|0.7380862471867842|Medium|1
3435|Male|0|0|0|1|1|0|Fiber optic|0|0|0|0|0|0|Month-to-month|0|2|26.92889416194736|26.92889416194736|0.9481695199148095|High|0
6666|Female|0|0|0|10|1|2|Fiber optic|0|0|0|0|0|0|Month-to-month|0|2|75.05|786.3|0.8071996771419864|High|1
451|Male|1|0|0|1|0|1|DSL|0|0|0|0|0|0|Month-to-month|1|3|25.8|25.8|0.8188054004441117|High|0
5239|Male|0|0|0|6|1|2|Fiber optic|0|0|0|0|0|0|Month-to-month|0|2|79.6043845094201|473.9162404649604|0.9189757077638853|High|1
5166|Female|1|0|0|24|1|2|Fiber optic|0|2|0|0|0|0|Month-to-month|1|2|80.5|2088.45|0.7291657370635839|Medium|1
6753|Female|1|0|0|1|1|0|Fiber optic|0|0|0|0|0|0|Month-to-month|1|2|70.05|70.05|0.7499139053078085|Medium|1
3959|Male|0|0|0|1|1|0|No|1|1|1|1|1|1|Month-to-month|0|3|20.657041295134814|20.657041295134814|0.8720936124048018|High|0
4553|Female|0|0|0|4|1|2|Fiber optic|0|2|0|1|0|0|Month-to-month|1|2|86.05545458814134|397.5334575599351|0.9494043916175507|High|1
5499|Male|0|0|0|2|1|0|Fiber optic|0|0|0|0|2|0|Month-to-month|1|2|80.65|144.15|0.8271204690391726|High|1
6571|Male|0|1|0|33|1|2|DSL|1|1|0|1|0|0|Month-to-month|0|2|69.92405026046994|2352.3630398507275|0.9499887146722108|High|1
